# Program:featureCounts v1.5.1; Command:"featureCounts" "-a" "cufflinks_assemble/star/merged.gtf" "-t" "exon" "-s" "2" "-p" "-B" "-C" "-T" "24" "-o" "cufflinks_counts/star/feature_counts.tsv" "align/star/inplanta-3KO-020.bam" "align/star/inplanta-3KO-021.bam" "align/star/inplanta-3KO-022.bam" "align/star/inplanta-3KO-023.bam" "align/star/inplanta-Pf2-024.bam" "align/star/inplanta-Pf2-025.bam" "align/star/inplanta-Pf2-026.bam" "align/star/inplanta-Pf2-027.bam" "align/star/inplanta-SN15-016.bam" "align/star/inplanta-SN15-017.bam" "align/star/inplanta-SN15-018.bam" "align/star/inplanta-SN15-019.bam" "align/star/invitro-3KO-004.bam" "align/star/invitro-3KO-005.bam" "align/star/invitro-3KO-006.bam" "align/star/invitro-3KO-007.bam" "align/star/invitro-Pf2-008.bam" "align/star/invitro-Pf2-009.bam" "align/star/invitro-Pf2-010.bam" "align/star/invitro-Pf2-011.bam" "align/star/invitro-SN15-000.bam" "align/star/invitro-SN15-001.bam" "align/star/invitro-SN15-002.bam" "align/star/invitro-SN15-003.bam" 
Geneid	Chr	Start	End	Strand	Length	align/star/inplanta-3KO-020.bam	align/star/inplanta-3KO-021.bam	align/star/inplanta-3KO-022.bam	align/star/inplanta-3KO-023.bam	align/star/inplanta-Pf2-024.bam	align/star/inplanta-Pf2-025.bam	align/star/inplanta-Pf2-026.bam	align/star/inplanta-Pf2-027.bam	align/star/inplanta-SN15-016.bam	align/star/inplanta-SN15-017.bam	align/star/inplanta-SN15-018.bam	align/star/inplanta-SN15-019.bam	align/star/invitro-3KO-004.bam	align/star/invitro-3KO-005.bam	align/star/invitro-3KO-006.bam	align/star/invitro-3KO-007.bam	align/star/invitro-Pf2-008.bam	align/star/invitro-Pf2-009.bam	align/star/invitro-Pf2-010.bam	align/star/invitro-Pf2-011.bam	align/star/invitro-SN15-000.bam	align/star/invitro-SN15-001.bam	align/star/invitro-SN15-002.bam	align/star/invitro-SN15-003.bam
XLOC_006809	scaffold_012	1084185	1084850	-	666	34	22	40	38	12	47	56	46	89	62	89	79	199	210	186	146	88	170	76	132	105	63	111	95
XLOC_006810	scaffold_012;scaffold_012;scaffold_012;scaffold_012;scaffold_012;scaffold_012;scaffold_012;scaffold_012;scaffold_012;scaffold_012;scaffold_012;scaffold_012;scaffold_012;scaffold_012;scaffold_012	1087719;1087719;1088878;1088878;1089469;1089469;1089710;1090410;1090410;1090412;1090549;1090718;1090718;1090718;1090720	1088824;1088824;1089133;1090360;1090362;1090360;1090360;1090662;1090662;1090662;1090664;1090819;1090805;1090923;1090805	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3052	4394	2965	5156	3137	3119	4270	5932	6694	7518	7180	8506	11091	40493	29940	30987	20034	14864	26486	14706	31155	39736	27697	27639	25892
XLOC_006811	scaffold_012;scaffold_012	1091411;1091411	1092364;1092364	-;-	954	6	2	4	2	1	1	3	4	1	11	11	9	5	6	5	9	10	5	9	10	14	5	15	10
XLOC_006812	scaffold_012;scaffold_012	1092553;1093072	1095544;1095089	-;-	2992	131	130	188	173	64	106	87	77	352	322	292	422	638	491	470	229	457	381	377	485	386	391	366	396
XLOC_006813	scaffold_012	1098590	1099634	-	1045	27	16	36	15	9	12	15	17	55	72	39	63	5	15	6	7	22	15	19	13	9	8	9	11
XLOC_006814	scaffold_012;scaffold_012;scaffold_012;scaffold_012;scaffold_012;scaffold_012;scaffold_012;scaffold_012	1100171;1100196;1101140;1101144;1101412;1101412;1101512;1101512	1101085;1101085;1101361;1101361;1101457;1101457;1102133;1101532	-;-;-;-;-;-;-;-	1805	642	378	602	435	137	247	262	284	977	920	1168	1578	209	440	256	343	618	280	552	289	570	781	463	436
XLOC_006815	scaffold_012	1104880	1105718	-	839	20	19	17	15	11	11	17	2	41	43	37	57	25	26	28	24	33	33	20	16	19	18	24	17
XLOC_006816	scaffold_012;scaffold_012	1110455;1111319	1111251;1111408	-;-	887	0	6	5	7	4	16	19	4	4	6	1	5	28	26	23	21	22	16	13	24	15	14	8	23
XLOC_006817	scaffold_012	1115049	1116020	-	972	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_006818	scaffold_012;scaffold_012	1116352;1116722	1116669;1117010	-;-	607	53	30	41	57	1	1	0	0	8	4	2	6	0	0	0	0	0	0	1	0	0	0	0	0
XLOC_006819	scaffold_012;scaffold_012;scaffold_012;scaffold_012;scaffold_012;scaffold_012;scaffold_012;scaffold_012;scaffold_012;scaffold_012;scaffold_012;scaffold_012;scaffold_012;scaffold_012;scaffold_012;scaffold_012;scaffold_012;scaffold_012;scaffold_012;scaffold_012;scaffold_012;scaffold_012;scaffold_012;scaffold_012;scaffold_012;scaffold_012;scaffold_012;scaffold_012;scaffold_012;scaffold_012;scaffold_012;scaffold_012;scaffold_012;scaffold_012;scaffold_012;scaffold_012;scaffold_012;scaffold_012;scaffold_012;scaffold_012;scaffold_012;scaffold_012;scaffold_012;scaffold_012;scaffold_012;scaffold_012;scaffold_012;scaffold_012;scaffold_012;scaffold_012;scaffold_012;scaffold_012;scaffold_012;scaffold_012;scaffold_012	1119174;1119174;1119174;1119174;1119174;1119174;1119410;1119410;1119410;1119410;1119410;1119410;1119780;1120123;1120123;1120123;1120123;1120123;1120123;1120271;1120271;1120271;1120271;1120271;1120271;1120273;1120746;1120746;1120746;1120746;1120746;1120746;1121028;1121567;1121567;1123205;1123205;1123205;1123205;1123205;1123205;1123205;1123876;1123876;1123876;1123876;1123877;1124380;1124380;1124380;1124380;1124380;1124380;1124380;1124380	1119358;1119358;1119358;1119358;1119358;1119358;1120213;1120056;1120056;1120056;1120056;1120056;1120056;1120213;1120213;1120213;1120213;1120215;1120213;1120700;1123626;1120700;1120700;1120700;1120700;1120700;1120796;1123156;1123156;1123156;1123156;1120817;1123156;1123156;1123156;1123626;1124005;1123627;1123626;1124005;1123626;1124134;1124005;1124133;1124005;1124134;1124005;1124744;1124744;1125073;1125120;1124968;1124968;1124381;1124381	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	5596	2064	1533	2362	1590	914	1221	1511	1385	4372	4580	4054	4774	23908	16121	21374	13167	8330	14890	7492	14982	12075	14903	8993	20021
XLOC_006820	scaffold_012;scaffold_012	1127986;1128657	1128603;1129135	-;-	1097	7	10	13	15	2	10	4	2	12	13	11	19	173	212	166	218	127	148	106	154	136	147	112	128
XLOC_006821	scaffold_012;scaffold_012;scaffold_012;scaffold_012;scaffold_012;scaffold_012;scaffold_012	1130820;1130868;1131645;1131645;1132672;1134445;1134445	1131586;1131586;1134390;1131906;1134390;1134530;1134823	-;-;-;-;-;-;-	3892	175	154	294	169	64	79	100	67	360	353	267	390	112	115	103	103	216	157	199	145	155	116	134	147
XLOC_006822	scaffold_012;scaffold_012;scaffold_012;scaffold_012;scaffold_012;scaffold_012;scaffold_012;scaffold_012;scaffold_012;scaffold_012;scaffold_012;scaffold_012;scaffold_012;scaffold_012;scaffold_012;scaffold_012;scaffold_012;scaffold_012	1140357;1140357;1140357;1140357;1140474;1141782;1141782;1141784;1141981;1141981;1141981;1141982;1141994;1142673;1142673;1142673;1142673;1142673	1141737;1141735;1141735;1141932;1141932;1141932;1141933;1141932;1142623;1142623;1142623;1142623;1142623;1143102;1142709;1143102;1143097;1143057	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2650	193	192	259	247	103	165	200	181	445	428	468	523	274	417	266	453	580	495	546	517	282	335	336	272
XLOC_006823	scaffold_012;scaffold_012;scaffold_012;scaffold_012;scaffold_012;scaffold_012;scaffold_012;scaffold_012	1143281;1143281;1143379;1144951;1144951;1145055;1145055;1145055	1144895;1144793;1144995;1144995;1144995;1145261;1145233;1145134	-;-;-;-;-;-;-;-	1922	821	691	1045	692	304	481	597	649	1237	1450	1436	1701	1175	1272	1115	1436	1265	1094	1309	1136	1353	1550	1594	1469
XLOC_006824	scaffold_012;scaffold_012	1147768;1148482	1148427;1148856	-;-	1035	0	2	0	0	3	1	0	1	1	1	0	2	6	8	5	1	4	1	5	6	8	7	6	4
XLOC_006825	scaffold_012;scaffold_012	1149531;1149712	1149659;1149927	-;-	345	3	5	6	4	4	6	12	20	24	11	21	25	1	3	0	11	1	1	1	2	3	4	1	1
XLOC_006826	scaffold_012;scaffold_012;scaffold_012;scaffold_012;scaffold_012;scaffold_012	1154720;1154720;1155721;1157192;1157265;1157265	1157119;1157119;1157119;1157706;1157706;1157491	-;-;-;-;-;-	2915	224	207	307	274	94	141	172	115	523	487	441	621	203	201	166	149	411	294	408	290	201	194	209	196
XLOC_006827	scaffold_012;scaffold_012;scaffold_012;scaffold_012;scaffold_012;scaffold_012;scaffold_012;scaffold_012;scaffold_012;scaffold_012;scaffold_012;scaffold_012;scaffold_012;scaffold_012;scaffold_012;scaffold_012;scaffold_012;scaffold_012;scaffold_012;scaffold_012;scaffold_012;scaffold_012;scaffold_012;scaffold_012;scaffold_012;scaffold_012;scaffold_012;scaffold_012;scaffold_012;scaffold_012;scaffold_012;scaffold_012;scaffold_012;scaffold_012;scaffold_012;scaffold_012;scaffold_012;scaffold_012;scaffold_012;scaffold_012;scaffold_012;scaffold_012;scaffold_012;scaffold_012;scaffold_012;scaffold_012;scaffold_012;scaffold_012;scaffold_012;scaffold_012;scaffold_012;scaffold_012;scaffold_012;scaffold_012;scaffold_012;scaffold_012	1162198;1162384;1164558;1165952;1165952;1166458;1166458;1166750;1166750;1166997;1166997;1166997;1166997;1166997;1166997;1166997;1167076;1167416;1167416;1167416;1167416;1167416;1167416;1167416;1167416;1167416;1168790;1168919;1168919;1168919;1168919;1168919;1168919;1168919;1168920;1168921;1169077;1169077;1169077;1169077;1169077;1169077;1169077;1169077;1169077;1169747;1169747;1169747;1169747;1169747;1169748;1169748;1169906;1170179;1170179;1170179	1165893;1163754;1165893;1166410;1166410;1166600;1166600;1166866;1167348;1167348;1167348;1167348;1167348;1167348;1167348;1167348;1167348;1168803;1168803;1168803;1168803;1168805;1168706;1168805;1168803;1168803;1168803;1169022;1169022;1169022;1169022;1169022;1168952;1169022;1169022;1169022;1169151;1169663;1169663;1169663;1169654;1169664;1169081;1169654;1169654;1170350;1170350;1170350;1169927;1169927;1170350;1169927;1170270;1170339;1170310;1170350	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	7583	1000	761	1272	842	471	788	906	776	1806	1772	1842	2554	25809	13998	19595	11827	4578	5463	3934	6805	11033	11793	8738	16146
XLOC_006828	scaffold_012;scaffold_012;scaffold_012;scaffold_012;scaffold_012;scaffold_012;scaffold_012;scaffold_012;scaffold_012;scaffold_012;scaffold_012;scaffold_012;scaffold_012;scaffold_012;scaffold_012;scaffold_012;scaffold_012;scaffold_012;scaffold_012;scaffold_012	1172425;1172425;1172425;1172660;1173174;1173174;1173174;1173175;1173285;1173285;1173286;1173286;1173628;1173628;1173628;1173628;1173905;1173905;1173905;1173929	1173125;1173124;1173124;1173124;1173237;1173238;1173237;1173238;1173571;1173571;1173571;1173571;1173751;1173751;1173775;1173751;1174125;1174251;1174259;1174249	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1556	2526	1705	3497	2057	949	1514	2236	2630	4894	4384	4617	6608	4253	5024	3744	4417	7723	6265	7229	6230	5038	4972	5755	4322
XLOC_006829	scaffold_012;scaffold_012;scaffold_012;scaffold_012;scaffold_012;scaffold_012	1174619;1174619;1175278;1175278;1175688;1175707	1175229;1175229;1175653;1175634;1175903;1176057	-;-;-;-;-;-	1357	3477	2711	5078	2695	1688	2168	3483	3362	7264	6269	7415	10041	1995	3182	2225	2708	6361	3313	5775	3273	3952	4243	4397	3351
XLOC_006830	scaffold_012;scaffold_012;scaffold_012	1177715;1177870;1178102	1177815;1178049;1178168	-;-;-	348	249	267	351	258	66	101	144	125	446	510	474	709	302	382	301	379	571	477	486	539	391	464	364	324
XLOC_006831	scaffold_012;scaffold_012;scaffold_012;scaffold_012	1182361;1182361;1183570;1183570	1183520;1183514;1183876;1185050	-;-;-;-	2641	1035	845	2214	1233	229	130	370	171	4310	4239	3673	4819	26	10	22	15	13	9	7	14	55	39	31	18
XLOC_006832	scaffold_012;scaffold_012;scaffold_012	1193460;1194713;1196592	1194665;1196539;1196720	-;-;-	3162	1108	656	1112	642	479	621	816	846	1871	1845	1891	2360	322	577	377	556	967	599	969	600	859	930	756	610
XLOC_006833	scaffold_012	1204787	1206555	-	1769	0	0	1	0	0	0	0	0	0	0	0	0	12	16	11	3	1	8	5	9	31	31	26	8
XLOC_006834	scaffold_012;scaffold_012	1206618;1208853	1208802;1210153	-;-	3486	17	17	35	16	22	11	14	34	62	29	10	25	1709	785	1222	443	355	629	362	846	967	1217	670	664
XLOC_006835	scaffold_012;scaffold_012;scaffold_012	1211513;1212350;1212749	1212295;1215542;1213981	-;-;-	3976	3749	3167	4562	3679	1537	1990	2499	2035	7390	6396	6413	7256	8587	9129	7726	8129	7644	8084	6265	8129	7591	6938	6578	7460
XLOC_006836	scaffold_012;scaffold_012;scaffold_012;scaffold_012;scaffold_012;scaffold_012;scaffold_012;scaffold_012;scaffold_012;scaffold_012;scaffold_012;scaffold_012;scaffold_012;scaffold_012;scaffold_012;scaffold_012;scaffold_012	1218885;1218885;1218885;1219064;1219618;1219618;1220867;1221385;1221385;1221401;1221407;1221847;1221847;1221847;1221847;1222118;1222526	1221322;1219547;1221328;1219547;1220246;1221306;1221306;1221754;1221754;1221754;1221754;1222016;1222069;1222525;1223236;1222352;1224073	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	5041	1791	1701	2662	1945	783	1021	1186	1406	3983	3848	4297	5765	1484	3668	1584	3260	2403	1760	1825	1737	2134	2539	2780	1726
XLOC_006837	scaffold_012;scaffold_012;scaffold_012	1227730;1228689;1229176	1228597;1229124;1229803	-;-;-	1932	15	11	26	13	25	37	32	57	15	11	6	15	18	18	12	26	91	134	87	90	15	16	12	7
XLOC_006838	scaffold_012	1247221	1249011	-	1791	3	6	15	10	10	12	6	11	6	3	3	5	22	10	4	3	4	4	4	9	2	3	2	6
XLOC_006839	scaffold_012	947031	947911	+	881	7	5	6	5	1	3	2	3	8	8	6	13	12	10	5	8	5	5	3	4	7	9	11	9
XLOC_006840	scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013	7541;9217;9475;9475;10611;10817;10817;11152;11152;11586;11586	9427;9427;10763;9818;10763;11106;11106;11520;11520;12538;12753	+;+;+;+;+;+;+;+;+;+;+	5003	306	254	393	315	110	161	180	137	543	543	584	663	251	339	276	284	365	293	289	285	255	237	283	175
XLOC_006841	scaffold_013;scaffold_013	13672;13794	15187;14423	+;+	1516	351	480	536	376	180	325	423	272	1204	1568	1778	1851	863	1600	904	1383	400	154	329	167	1044	924	1460	887
XLOC_006842	scaffold_013;scaffold_013	20362;20823	20761;21721	+;+	1299	767	642	1378	420	440	331	463	539	8269	8187	9736	14333	10569	15189	10441	12750	3040	1877	2700	2584	10539	9559	12799	9591
XLOC_006843	scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013	22587;22673;22837;23073;23139;23205;23205;23205;23220;23985;23985;23985;23988	23075;23150;23150;23150;23150;23925;23925;23925;23925;24636;24211;24636;24636	+;+;+;+;+;+;+;+;+;+;+;+;+	1937	1691	1455	2728	798	1068	1003	1341	897	16276	15226	18230	26835	1046	3279	1229	2450	533	330	476	444	4742	2726	6661	2761
XLOC_006844	scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013	25866;26048;26236;26563;27073;27372;27372	25995;26183;26505;27314;27314;28065;27915	+;+;+;+;+;+;+	1982	421	473	659	495	273	367	414	402	827	740	978	1138	2809	2823	2353	2337	1603	1346	1258	1502	1699	1316	1624	1850
XLOC_006845	scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013	32244;33341;33595;33595;33688;33688;33825;33825;34029;34029;34177;34177	33533;33533;33617;33619;33771;33771;33969;33969;34128;34128;34804;35036	+;+;+;+;+;+;+;+;+;+;+;+	2504	139	137	163	87	62	96	108	74	156	175	143	238	244	205	209	135	173	149	140	159	111	86	81	143
XLOC_006846	scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013	36117;36423;36918;36918;38231;38454;38454;38832;38832;39226;39226;39792	36871;36871;37888;38403;38403;38779;38779;39172;39172;39745;39564;40527	+;+;+;+;+;+;+;+;+;+;+;+	4164	605	474	705	509	172	325	405	286	995	1082	988	1357	608	1020	622	941	1407	947	1422	1098	706	747	795	558
XLOC_006847	scaffold_013;scaffold_013;scaffold_013	46564;46657;47014	46602;46937;47134	+;+;+	441	900	815	1342	929	321	523	698	597	1793	1863	1899	2579	2408	2086	2072	1898	2423	2304	2127	2471	1797	2403	1785	2090
XLOC_006848	scaffold_013;scaffold_013;scaffold_013	49391;49885;50528	49831;50478;51595	+;+;+	2103	233	252	448	260	82	133	172	114	453	557	485	628	698	939	724	915	1117	933	1044	970	807	844	885	744
XLOC_006849	scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013	53812;53913;54394;54394;54606;54771;54771;54771;55141;55141;55141;55243;55243;55243;56591;56859;56859;56859;57089;57089;57089	54261;54261;54718;54718;54718;55090;55090;55090;55189;55189;55189;56715;55376;56715;56715;57004;57029;57004;59383;59600;59600	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	5300	2839	2711	4014	3125	905	1128	1359	851	6434	6184	5877	6781	3208	3794	3065	3290	5252	2970	4797	3336	4783	5616	4779	4029
XLOC_006850	scaffold_013;scaffold_013	60657;61645	61591;62101	+;+	1392	0	0	1	0	8	15	10	6	2	2	1	0	1	2	2	4	1	3	0	2	3	6	1	0
XLOC_006851	scaffold_013;scaffold_013;scaffold_013	63787;64141;64416	64079;64355;64636	+;+;+	729	3	1	4	2	0	0	0	1	0	2	3	0	0	0	1	0	0	1	0	0	0	1	0	0
XLOC_006852	scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013	65616;65656;65760;66063;66063;66067;66241;66241;66243	66003;66003;66003;66191;66189;66189;66910;66865;66910	+;+;+;+;+;+;+;+;+	1187	743	530	1057	580	104	148	158	209	448	473	663	744	996	1348	1128	1128	304	242	313	277	766	683	735	596
XLOC_006853	scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013	71193;71193;71800;71814;71822;71883;71883;71883;71889;71889;71899;71899;72101;72101;72101;72101;72112;72183;72183;72183;72183;72183;72757;72847;72847;72847;72971;72971;72971;73165;73165;73165;73663;73663;73663	71823;71823;71823;71823;71823;72046;72044;71891;72046;71891;72046;72046;72127;72127;72127;72127;72127;72497;72497;72788;72302;72788;72788;72923;72923;72923;73115;73115;73115;73609;73609;73609;73821;74024;74024	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2457	46779	43219	59074	47524	1745	2709	4040	4258	51531	49429	48219	70705	5418	20729	7385	27788	584	790	561	938	39285	59702	40007	28878
XLOC_006854	scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013	74244;74543;74567;76629;77056;77056	74517;76402;77000;77000;77612;77508	+;+;+;+;+;+	3289	1045	2135	1956	2595	339	746	862	205	3774	3265	2995	3204	157	241	160	159	765	613	602	619	141	138	148	122
XLOC_006855	scaffold_013;scaffold_013;scaffold_013	77930;78113;78142	77997;78760;79121	+;+;+	1077	5	10	13	2	21	50	49	43	84	74	73	95	88	141	61	93	961	725	854	722	92	130	109	140
XLOC_006856	scaffold_013;scaffold_013	86742;87020	86964;90198	+;+	3402	317	312	460	316	251	431	508	499	892	896	792	1006	1406	1438	1296	1239	1964	1592	1603	1624	1567	1626	1496	1401
XLOC_006857	scaffold_013;scaffold_013	91635;91721	91671;94068	+;+	2385	408	523	618	526	164	160	202	119	917	991	848	992	322	267	280	175	298	251	326	303	401	485	254	303
XLOC_006858	scaffold_013;scaffold_013;scaffold_013	96135;96295;97072	96239;97024;97124	+;+;+	888	17	15	22	21	8	11	12	11	46	30	23	35	30	43	27	27	46	34	55	20	46	17	28	42
XLOC_006859	scaffold_013	97423	99015	+	1593	61	66	81	70	31	50	53	34	113	136	143	194	96	131	82	105	135	103	139	120	110	63	101	106
XLOC_006860	scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013	100973;101058;102282;103109;103109	101008;103060;103060;104654;104654	+;+;+;+;+	3585	251	205	296	261	121	193	200	191	566	540	565	651	395	593	395	406	587	401	414	403	545	385	480	672
XLOC_006861	scaffold_013;scaffold_013;scaffold_013;scaffold_013	114493;114649;114748;114762	114640;114654;115583;116002	+;+;+;+	1409	648	475	706	450	185	312	308	316	1069	992	1012	1446	130	268	165	269	723	363	676	386	490	483	504	314
XLOC_006862	scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013	116310;116516;116891;116966;116966;116966;117277;117277;117277;118015;118017	116899;116899;116899;117202;117202;117202;117846;118461;117848;118716;118716	+;+;+;+;+;+;+;+;+;+;+	2267	947	922	1165	881	771	1212	1589	1562	1995	2069	2123	2622	2741	3674	2857	4104	3552	4937	3314	5246	2784	3413	2928	2540
XLOC_006863	scaffold_013;scaffold_013;scaffold_013;scaffold_013	120308;120426;120682;120682	120599;120599;123175;120897	+;+;+;+	2786	20	25	36	26	11	25	20	36	48	29	39	60	16	59	31	70	55	40	33	48	16	27	17	22
XLOC_006864	scaffold_013;scaffold_013;scaffold_013	126646;126945;127306	126860;127230;127872	+;+;+	1068	220	231	401	291	71	118	129	73	529	577	468	723	296	412	276	342	801	560	688	643	595	683	631	502
XLOC_006865	scaffold_013;scaffold_013;scaffold_013	129170;129534;130035	129976;129881;130364	+;+;+	1137	1	5	12	0	15	57	73	47	12	8	8	12	105	91	64	75	215	432	184	364	52	56	62	57
XLOC_006866	scaffold_013;scaffold_013;scaffold_013;scaffold_013	132072;132273;132880;135437	132183;132828;135385;135590	+;+;+;+	3328	308	308	428	422	244	321	331	233	1011	870	905	957	644	1288	741	1267	2205	1977	2092	1903	1363	1042	1342	953
XLOC_006867	scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013	138718;138897;139045;139793;140041	138845;138997;139727;139993;141090	+;+;+;+;+	2163	4	2	14	7	4	1	8	6	4	15	16	14	16	25	7	29	11	11	13	16	0	3	13	8
XLOC_006868	scaffold_013	141935	142780	+	846	25	34	57	45	0	0	0	0	82	87	96	136	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_006869	scaffold_013	148137	149372	+	1236	32	14	19	13	63	105	84	24	72	148	36	27	4195	2890	2659	2117	867	463	554	629	863	1013	638	1198
XLOC_006870	scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013	152284;152897;153785;154490;156469;156689;156689;156802;156802;156932;156932;157278;157278	152847;153665;154431;156637;156637;156751;156751;156878;156878;157224;157224;158127;157911	+;+;+;+;+;+;+;+;+;+;+;+;+	5411	78	39	117	73	51	42	49	28	146	107	116	166	58	77	50	79	207	156	177	157	76	61	76	75
XLOC_006871	scaffold_013;scaffold_013	158677;158870	158808;159346	+;+	609	0	1	1	1	5	0	1	2	0	2	0	0	0	0	0	0	1	0	0	0	0	1	0	0
XLOC_006872	scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013	159990;160114;160310;160310;161567;161567;162160;162768	160260;160260;161516;161516;162107;161709;163888;163757	+;+;+;+;+;+;+;+	3748	1136	1226	1927	1237	117	101	193	158	1968	2204	2293	2831	1258	1519	1265	1373	557	299	484	348	1585	1507	1530	1450
XLOC_006873	scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013	166681;166988;167865;167865;168088;168088	167815;167815;168026;168026;169778;168675	+;+;+;+;+;+	2988	126	77	217	141	45	201	224	300	295	274	368	579	280	317	253	300	369	338	324	319	175	316	241	156
XLOC_006874	scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013	175458;175602;175636;178153;178253;178253;178253;178253;178684;178684;178684;178684;179175;179175;179175;179175;179893;180154;180154;180154;180276;180276;180276;180357;180357;180357	178197;178016;178189;178197;178632;178632;178632;178632;179124;179124;179124;179124;179377;179558;180096;180096;180096;180224;180224;180224;180309;180309;180309;181206;181205;181206	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	5438	138	118	192	155	60	74	58	57	292	311	356	350	104	116	69	95	174	171	179	142	110	96	96	95
XLOC_006875	scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013;scaffold_013	181357;181844;181968;182024;182024;182797;182797;184432;184432;185186;185198;185779;185779;185779	181902;181970;181970;182743;182743;185143;183773;185143;185713;185713;185713;185867;186226;185867	+;+;+;+;+;+;+;+;+;+;+;+;+;+	4699	1625	1921	2374	2094	991	1179	1353	848	4042	3842	3535	4180	6094	5055	5592	4790	5409	6857	4869	6416	3379	3992	3466	3573
XLOC_006876	scaffold_013;scaffold_013;scaffold_013	190049;190400;193419	190250;193368;193578	+;+;+	3331	2255	2277	3160	2356	1046	1331	1678	1272	5506	5505	4638	5400	6323	8100	6282	7225	11263	9420	10284	9154	8478	9360	8663	7203
XLOC_006877	scaffold_013;scaffold_013	193851;194027	193949;194964	+;+	1037	518	574	765	626	260	251	324	216	1003	1078	1002	1250	1013	974	828	762	886	744	744	911	1107	1181	1062	1053
XLOC_006878	scaffold_013;scaffold_013	195791;195962	195902;198303	+;+	2454	502	464	731	478	352	466	657	702	1494	1483	1276	1529	6744	6064	5673	4782	5068	5947	4790	6149	6416	6669	4564	5878
